religion,industry,column,staff_category,breakdown,value
all religions,V. Wood industries,51,Operatives 17 years and over,"persons, females",0
all religions,V. Wood industries,52,Operatives 17 years and over,"Palestinian Arabs, males",0
all religions,V. Wood industries,53,Operatives 17 years and over,"Palestinian Arabs, females",0
all religions,V. Wood industries,54,Operatives 17 years and over,"Palestinian Jews, males",4
all religions,V. Wood industries,55,Operatives 17 years and over,"Palestinian Jews, females",0
all religions,V. Wood industries,56,Operatives 17 years and over,"Palestinian others, males",0
all religions,V. Wood industries,57,Operatives 17 years and over,"Palestinian others, females",0
all religions,V. Wood industries,58,Operatives 17 years and over,"non-Palestinian, males",12
all religions,V. Wood industries,59,Operatives 17 years and over,"non-Palestinian, females",0
all religions,VI. Metal industries,2,total population engaged,persons,39
all religions,VI. Metal industries,3,total population engaged,males,39
all religions,VI. Metal industries,4,total population engaged,females,0
all religions,VI. Metal industries,5,Directional & supervising staff — managers,"persons, total",6
all religions,VI. Metal industries,6,Directional & supervising staff — managers,"persons, males",6
all religions,VI. Metal industries,7,Directional & supervising staff — managers,"persons, females",0
all religions,VI. Metal industries,8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
all religions,VI. Metal industries,9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
all religions,VI. Metal industries,10,Directional & supervising staff — managers,"Palestinian Jews, males",4
all religions,VI. Metal industries,11,Directional & supervising staff — managers,"Palestinian Jews, females",0
all religions,VI. Metal industries,12,Directional & supervising staff — managers,"Palestinian others, males",0
all religions,VI. Metal industries,13,Directional & supervising staff — managers,"Palestinian others, females",0
all religions,VI. Metal industries,14,Directional & supervising staff — managers,"non-Palestinian, males",2
all religions,VI. Metal industries,15,Directional & supervising staff — managers,"non-Palestinian, females",0
all religions,VI. Metal industries,16,Directional & supervising staff — supervising & technical,"persons, total",4
all religions,VI. Metal industries,17,Directional & supervising staff — supervising & technical,"persons, males",4
all religions,VI. Metal industries,18,Directional & supervising staff — supervising & technical,"persons, females",0
all religions,VI. Metal industries,19,Directional & supervising staff — supervising & technical,"Palestinian Arabs, males",0
all religions,VI. Metal industries,20,Directional & supervising staff — supervising & technical,"Palestinian Arabs, females",0
all religions,VI. Metal industries,21,Directional & supervising staff — supervising & technical,"Palestinian Jews, males",2
all religions,VI. Metal industries,22,Directional & supervising staff — supervising & technical,"Palestinian Jews, females",0
all religions,VI. Metal industries,23,Directional & supervising staff — supervising & technical,"Palestinian others, males",0
all religions,VI. Metal industries,24,Directional & supervising staff — supervising & technical,"Palestinian others, females",0
all religions,VI. Metal industries,25,Directional & supervising staff — supervising & technical,"non-Palestinian, males",2
all religions,VI. Metal industries,26,Directional & supervising staff — supervising & technical,"non-Palestinian, females",0
all religions,VI. Metal industries,27,Clerical staff — clerical,"persons, total",4
all religions,VI. Metal industries,28,Clerical staff — clerical,"persons, males",4
all religions,VI. Metal industries,29,Clerical staff — clerical,"persons, females",0
all religions,VI. Metal industries,30,Clerical staff — clerical,"Palestinian Arabs, males",0
all religions,VI. Metal industries,31,Clerical staff — clerical,"Palestinian Arabs, females",0
all religions,VI. Metal industries,32,Clerical staff — clerical,"Palestinian Jews, males",3
all religions,VI. Metal industries,33,Clerical staff — clerical,"Palestinian Jews, females",0
all religions,VI. Metal industries,34,Clerical staff — clerical,"Palestinian others, males",0
all religions,VI. Metal industries,35,Clerical staff — clerical,"Palestinian others, females",0
all religions,VI. Metal industries,36,Clerical staff — clerical,"non-Palestinian, males",1
all religions,VI. Metal industries,37,Clerical staff — clerical,"non-Palestinian, females",0
all religions,VI. Metal industries,38,Operatives under 17 years,"persons, total",1
all religions,VI. Metal industries,39,Operatives under 17 years,"persons, males",1
all religions,VI. Metal industries,40,Operatives under 17 years,"persons, females",0
all religions,VI. Metal industries,41,Operatives under 17 years,"Palestinian Arabs, males",0
all religions,VI. Metal industries,42,Operatives under 17 years,"Palestinian Arabs, females",0
all religions,VI. Metal industries,43,Operatives under 17 years,"Palestinian Jews, males",1
all religions,VI. Metal industries,44,Operatives under 17 years,"Palestinian Jews, females",0
all religions,VI. Metal industries,45,Operatives under 17 years,"Palestinian others, males",0
all religions,VI. Metal industries,46,Operatives under 17 years,"Palestinian others, females",0
all religions,VI. Metal industries,47,Operatives under 17 years,"non-Palestinian, males",0
all religions,VI. Metal industries,48,Operatives under 17 years,"non-Palestinian, females",0
all religions,VI. Metal industries,49,Operatives 17 years and over,"persons, total",24
all religions,VI. Metal industries,50,Operatives 17 years and over,"persons, males",24
all religions,VI. Metal industries,51,Operatives 17 years and over,"persons, females",0
all religions,VI. Metal industries,52,Operatives 17 years and over,"Palestinian Arabs, males",1
all religions,VI. Metal industries,53,Operatives 17 years and over,"Palestinian Arabs, females",0
all religions,VI. Metal industries,54,Operatives 17 years and over,"Palestinian Jews, males",11
all religions,VI. Metal industries,55,Operatives 17 years and over,"Palestinian Jews, females",0
all religions,VI. Metal industries,56,Operatives 17 years and over,"Palestinian others, males",0
all religions,VI. Metal industries,57,Operatives 17 years and over,"Palestinian others, females",0
all religions,VI. Metal industries,58,Operatives 17 years and over,"non-Palestinian, males",12
all religions,VI. Metal industries,59,Operatives 17 years and over,"non-Palestinian, females",0
all religions,VII. Ceramics (brick and tile manufacture),2,total population engaged,persons,24
all religions,VII. Ceramics (brick and tile manufacture),3,total population engaged,males,21
all religions,VII. Ceramics (brick and tile manufacture),4,total population engaged,females,3
all religions,VII. Ceramics (brick and tile manufacture),5,Directional & supervising staff — managers,"persons, total",4
all religions,VII. Ceramics (brick and tile manufacture),6,Directional & supervising staff — managers,"persons, males",4
all religions,VII. Ceramics (brick and tile manufacture),7,Directional & supervising staff — managers,"persons, females",0
all religions,VII. Ceramics (brick and tile manufacture),8,Directional & supervising staff — managers,"Palestinian Arabs, males",0
all religions,VII. Ceramics (brick and tile manufacture),9,Directional & supervising staff — managers,"Palestinian Arabs, females",0
all religions,VII. Ceramics (brick and tile manufacture),10,Directional & supervising staff — managers,"Palestinian Jews, males",1
all religions,VII. Ceramics (brick and tile manufacture),11,Directional & supervising staff — managers,"Palestinian Jews, females",0
all religions,VII. Ceramics (brick and tile manufacture),12,Directional & supervising staff — managers,"Palestinian others, males",0
all religions,VII. Ceramics (brick and tile manufacture),13,Directional & supervising staff — managers,"Palestinian others, females",0
all religions,VII. Ceramics (brick and tile manufacture),14,Directional & supervising staff — managers,"non-Palestinian, males",3
all religions,VII. Ceramics (brick and tile manufacture),15,Directional & supervising staff — managers,"non-Palestinian, females",0
