n	id	date	publication	title	snippet	forms
82	ahr19470930-01.2.66	30 September 1947	ahr	עשרה הרוגים ד52 פצועים _אנגלים.יהודים וערבים	"<div class=""txtsearchsnippet"">... מיותרים. רכים מהפצועים הם מרסיסי זכוכית. הם נאספו אל <b class=""highlightcolor"">בית־החולים הממשלתי</b> וקיבלו שם עזרה‭"", ‬מד. א‭"". ‬ טיפל בזז ...</div>"	maqaf
83	ahr19471005-01.2.77	5 October 1947	ahr	"&#8237;_1€1!_3 _imsns&#8236;_זרפ &#8237;nnigo&#8236; ש &#8237;11!&#8236; ת &#8237;:_!&#8236; וונ פ &#8237;i8_p_18D=""ra_3 &#8236;"	"<div class=""txtsearchsnippet"">... ‭-'‬לא ראו ולא שמעו ובר. גופות הנרצחים הועברו _י <b class=""highlightcolor"">ביה'ח הממשלתי</b> בפרדס כץ. הנח הנס ליבנברג, חייל משוחרר, אשד, ...</div>"	abbreviated
84	ahr19471007-01.2.25	7 October 1947	ahr	Untitled	"<div class=""txtsearchsnippet"">... 28‬הוא נורה ע""י אלמוני בכפרו וואסה _ח, נאסף אל <b class=""highlightcolor"">_בית־החולים הממשלתי</b> בהיפר, ושם מת למחרת בבוקר. גניבה כלי בית ...</div>"	maqaf
85	ahr19471007-01.2.62	7 October 1947	ahr	קטנות דמים בין שני _ערב־ם ברפת ברחובות רחובותום בי מחמוד אבו	"<div class=""txtsearchsnippet"">... נפצע. המת והפציע הועברו על יוי משטרת רחובות אל <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו.</div>"	spelled
86	ahr19471019-01.2.20	19 October 1947	ahr	Untitled	"<div class=""txtsearchsnippet"">... בחיפה שיושר, כדורים כגעו בגופו במצב קשה נאסף אל <b class=""highlightcolor"">בית־ החולים הממשלתי.</b> במקום נמצאו אחו־ :ך ארבעה תרמילי אקדח ...</div>"	spelled
87	ahr19471020-01.2.32	20 October 1947	ahr	Untitled	"<div class=""txtsearchsnippet"">... נעצר ונורה ברגלי ע""י השוטר הפצוע נאסף במוצ''_ש אל <b class=""highlightcolor"">ביה""ח הממשלתי</b> _בח־פה זריקות חיסרן נגד חולירע הנהית ־וכת־חולים בחיפה ...</div>"	abbreviated
88	ahr19471024-01.2.48	24 October 1947	ahr	Untitled	"<div class=""txtsearchsnippet"">... גימאל אם־ לאן, כן ‭, 12‬נפצע ברגלו ונאסף אל <b class=""highlightcolor"">ביה""ח הממשלתי</b> בחיפה. השבת בוועדת התרבות קונצרט זמרה של סידור ...</div>"	abbreviated
89	ahr19471028-01.2.63	28 October 1947	ahr	_אגך _נוםך רביהי'וו הממשלתי ב-רושרימ ם פועלי מחי	"<div class=""txtsearchsnippet"">... _בחחומי איזור הבטחון, שישמשו אגף נוסף למחלקה הבריטית של <b class=""highlightcolor"">_בית־החולים הממשלתי</b> הסמוך. כזכור, הועברו משרדי חברת ""של"" לרחוב ממילא ...</div>"	maqaf
90	ahr19471102-01.2.56	2 November 1947	ahr	"חי""ליט ""ור""ט על _תגלה־כדזות"	"<div class=""txtsearchsnippet"">... הועבר במכונית משטרה מלווה משמר חזק ומכונית משוריינת אי־ <b class=""highlightcolor"">ביה""ח הממשלתי</b> ריפו.</div>"	abbreviated
91	ahr19471103-01.2.51	3 November 1947	ahr	&#8237;ni mil &#8236;	"<div class=""txtsearchsnippet"">... י לדת בת ד, וגרם למותה. גונתה נאספה אל <b class=""highlightcolor"">_ביה''ח הממשלתי.</b> פצ יי ‭:- _^‬ ה קשים התפוצצה ברגל ...</div>"	abbreviated
92	ahr19471106-01.2.41	6 November 1947	ahr	Untitled	"<div class=""txtsearchsnippet"">... 2 ערבים, שנדקרו בסכינים בקטטות, הובאו ביום ג' אל <b class=""highlightcolor"">בית־החולים הממשלתי</b> בחיפה. שכד דל‭. _/, ‬גנב ונעצר פקודת־מעצר לשבועיים ...</div>"	maqaf
93	ahr19471106-01.2.61	6 November 1947	ahr	"אשמה בבדה כלפי ב""ת־החולים ה&#8237;»>1&#8236;שלתי מפי ש_1פט בחיפה"	"<div class=""txtsearchsnippet"">... השבועות האתרוגים, שפצועים מאבדים את חייהם בגלל רשלנות מצד <b class=""highlightcolor"">ביה""ח הממשלתי""</b> — אמר היום בביה""ד המחוזי השופט חליל שיחאדה‭"". ...</div>"	abbreviated
94	ahr19471107-01.2.92	7 November 1947	ahr	בכמה שרות	"<div class=""txtsearchsnippet"">... אשד, לבושה שמלה ירוקה, בלי נעליים. הגופה הובאה אל <b class=""highlightcolor"">_בית־החולים הממשלתי.</b> דנים על הפינוי‭—. ‬ הקולונל ג ר י ...</div>"	maqaf
95	ahr19471111-01.2.74	11 November 1947	ahr	ננ₪ שווון!	"<div class=""txtsearchsnippet"">... והרגה הנאשם הוביל את אשתי הפצועה במכונית טאכסי אל <b class=""highlightcolor"">בית־ החולים הממשלתי,</b> מקום שם מתה למחרת.</div>"	spelled
96	ahr19471117-01.2.43	17 November 1947	ahr	""" פרצה א ת _ixDnn־ "" עלייה"	"<div class=""txtsearchsnippet"">... —‬ילדים ‭. 121‬במיםפר זה אינם כלולים חמישה שנשלחו אל <b class=""highlightcolor"">ביה""ח הממשלתי</b> ושמונה אנשים שנלוו אליהם. ס""ה הגיעו, איפוא, ב""קדי ...</div>"	abbreviated
97	ahr19471120-01.2.52	20 November 1947	ahr	בנמר!שוחת	"<div class=""txtsearchsnippet"">... מטר, נטול הכרה נאסף ע""י ט. ד. א. אל <b class=""highlightcolor"">ביה""ח הממשלתי.</b></div>"	abbreviated
98	ahr19471207-01.2.46	7 December 1947	ahr	"'רות !הצתות בונוצ""ש בחיפה"	"<div class=""txtsearchsnippet"">... פצעים בבטנו ובידיו. במצב קשה נאספו ל1ני הפצועים אל <b class=""highlightcolor"">ביה""ח הממשלתי.</b></div>"	abbreviated
99	ahr19471207-01.2.47	7 December 1947	ahr	נמשכת ההסתה בירושלים	"<div class=""txtsearchsnippet"">... אותה שעה בבטנו, כשהיה במשרד הקופה. גופתו הובאה אל <b class=""highlightcolor"">ביה""ח הממשלתי.</b> משה ווייסברוד הוא חייל משוחרר הניח אשד. ובת. ...</div>"	abbreviated
100	ahr19471210-01.2.49	10 December 1947	ahr	&#8237;1h&#8236;־&#8237;t_3&#8236; _ההתקננוז ב1_ו&#8237;^@&#8236;ה &#8237;roe _srri&#8236; _נו1 ל &#8237;_1bjjh _mraa &#8236;	"<div class=""txtsearchsnippet"">... טאכםי ברי , הערבי ט־ הובל באמבולנס צבאי אל <b class=""highlightcolor"">בית החולים הממשלתי</b> רמת מבצעיו. המק רה עורר ברחוב בהי־ ...</div>"	maqaf,spelled
101	ahr19471212-01.2.68	12 December 1947	ahr	_בח־_3_ה _13_צצו ,בתי? והועלה _באש &#8237;1am &#8236;	"<div class=""txtsearchsnippet"">... כולם נפצעו פצעים קשים בכמה מקומות בגוף והובאו אל <b class=""highlightcolor"">ביה'ח הממשלתי.</b> ערבי רביעי נהרג. ממקור רשמי מוסרים, כי הפצצה ...</div>"	abbreviated
102	ahr19471214-01.2.54	14 December 1947	ahr	13 ערבים נהרגו _בםידח	"<div class=""txtsearchsnippet"">... ע""י אחד מארגוני הפירור. ערבים מהככר החזירו אש אל <b class=""highlightcolor"">ביה""ח הממשלתי</b> הובאו חמישה הרוגים, מהם שני ילדים בני שנתיים ...</div>"	abbreviated
103	ahr19471217-01.2.50	17 December 1947	ahr	"שודד ערבי נפצע ע""י ה""הגנה"""	"<div class=""txtsearchsnippet"">... בן ‭, 32‬הנו ברת' המלכים, במצב מסוכן הובא אל <b class=""highlightcolor"">ביה""ח הממשלתי.</b> בכביש נשארה שלולית־דם. לפני כן ירח הצבא אל ...</div>"	abbreviated
104	ahr19471221-01.2.55	21 December 1947	ahr	נורה יהודיבחיפה כשהלך לגבות חוב בוערבי	"<div class=""txtsearchsnippet"">... בן ‭. 19‬ מצבו קשה. כול אלה נאספו אל <b class=""highlightcolor"">ביה""ח הממשלתי.</b> *לד ששיחק בכדור תחמושת י לד בן ד, ...</div>"	abbreviated
105	ahr19471221-01.2.59	21 December 1947	ahr	בנמר !שוחת	"<div class=""txtsearchsnippet"">... י ו ס, בן ‭, 32‬מרמת־גן, גופתו נאספה אל <b class=""highlightcolor"">בית־ החולים הממשלתי.</b></div>"	spelled
106	ahr19471224-01.2.51	24 December 1947	ahr	שני החגים בהתקנה שניה עלבונם&#8237;3.&#8236; נ!צו11_ים	"<div class=""txtsearchsnippet"">... את השרות ת אבת ים. המכוניות נסעו רק עד <b class=""highlightcolor"">בית־ החולים הממשלתי</b> שליד חולון. ומכאן הלכו הנוסעים ברג ‭1, ...</div>"	spelled
107	ahr19471224-01.2.52	24 December 1947	ahr	"""ום ""ו""ינת &#8237;_n3TQ &#8236;"	"<div class=""txtsearchsnippet"">... 8. 15‬ ילד ערבי בן ‭. 10‬הוא נאסף אל <b class=""highlightcolor"">בית־ החולים הממשלתי.</b> הברקר ב־5 נורד יריות ממכונית _טאכסי ליד ...</div>"	spelled
108	ahr19471225-01.2.20	25 December 1947	ahr	רפתה _המת־הות בירושלים	"<div class=""txtsearchsnippet"">... וירו בו שחי יריות שפגעו במותניו. הוא הועבר אל <b class=""highlightcolor"">בית־החולים הממשלתי.</b> לדברי הערבים, שהיו באותו מעמר, הטילו הצעירים גם ...</div>"	maqaf
109	ahr19471228-01.2.7	28 December 1947	ahr	"קציר הץודם &#8237;?a&#8236;ו""ו ו י&#8237;?""1?&#8236; &#8237;_IIJ IIJ &#8236;"	"<div class=""txtsearchsnippet"">... גרצת ייייית, ין 21 מנסר _אח_א דיופד, נאספה איל <b class=""highlightcolor"">_ביה''_ח הממשלתי</b> בחיפה</div>"	abbreviated,maqaf
110	ahr19480102-01.2.57	2 January 1948	ahr	"עשרות _הדוגים ופצועים ב פ עו ל ו ת ש י ן עונ ד""ד ח י פ ה"	"<div class=""txtsearchsnippet"">... ליק. הוא נהרג ומכוניתו נתגלגלה במדרון. הגופה נאספה אל <b class=""highlightcolor"">ביה""ח הממשלתי‭""</b> _XllmlU. ‬ פצצות ויריות פצצה נזרקה בשעה ‭10. ...</div>"	abbreviated
111	ahr19480104-01.2.11	4 January 1948	ahr	שניים מתו מפצע י הם בחיבה	"<div class=""txtsearchsnippet"">... הרוגים ביריות נמצאו במורח חיפה ביום ו' והובאו אל <b class=""highlightcolor"">ביה""ח הממשלתי,</b> מחסור בבנזין _כחיפח ביום ו' כבר נתן המחסור ...</div>"	abbreviated
112	ahr19480105-01.2.59	5 January 1948	ahr	"העובדים היהודים בביה""ח הממשלתי ק הפסיו עבודתם"	"<div class=""txtsearchsnippet"">... — עדיין נמשכת השביתה של 76 עוברים יהודיפ, ב־ <b class=""highlightcolor"">בית־החולים הממשלתי</b> באן, ביניהם 6 רופאים ו־ד4 אהיות, שהוכרז?ביום ד' ...</div>"	maqaf
113	ahr19480111-01.2.52	11 January 1948	ahr	"יריות אל מכוניות "" נהרגו ארבעה ומתוך מכוניות בחיפה"	"<div class=""txtsearchsnippet"">... בצווארו, חזאיין מוחמד צלח, בן ‭, 25‬ממצריים, נאסף אל <b class=""highlightcolor"">בית־ החולים הממשלתי.</b> ברח' יפו' ליד תחנת ""של"" נפצע ביריות ...</div>"	spelled
114	ahr19480112-01.2.15	12 January 1948	ahr	"שת1 !שים !פצעו מיריות בת""א"	"<div class=""txtsearchsnippet"">... תהיה אחראית לתוצאות אם תושבי יפו ישתלטו בכוח על <b class=""highlightcolor"">בית־ החולים הממשלתי</b> לחולי רוח ""בר־ רום _יסו‭. _""‬הטענה היא ...</div>"	spelled
115	ahr19480114-01.2.63	14 January 1948	ahr	נהרנ יהודי בתל־אביב !שניים מתו מפצעיהם	"<div class=""txtsearchsnippet"">... 1 בצהריים, מ""הדסה‭. ""‬ הערב התקיפו ערבים ביריות את <b class=""highlightcolor"">_בית־החולים הממשלתי</b> לחולי־רוח בחולון. ההתקפה ארכה זמן ממושר.</div>"	maqaf
116	ahr19480115-01.2.52	15 January 1948	ahr	"מי ירה קל ביה""ה I להולי־רוה ליד כת־ים"	"<div class=""txtsearchsnippet"">... (‬כי ן ""צלפים יהודים"" ירו על רופאים ואחיות של <b class=""highlightcolor"">_בית־החולים הממשלתי</b> להולי־רות ע""י בת־ים, וכי הפניות לרשויות המוסמכות בדבר ...</div>"	maqaf
117	ahr19480115-01.2.64	15 January 1948	ahr	"אתמול חודש!בירושלים וסביבתה מעש"" הרצח"	"<div class=""txtsearchsnippet"">... לא הוצאו לפועל. אחד ממקומות הרעד. באזור זה הוא <b class=""highlightcolor"">בית־החולים הממשלתי</b> שלשם מגיעים סצועי הכנופיות ו""סתם"" מכירים הבאים לבקרם. ...</div>"	maqaf
118	ahr19480116-01.2.10	16 January 1948	ahr	"התקפה מד 1נ &#8237;1 :&#8236; ת על תחבורת ""הודי חיפה"	"<div class=""txtsearchsnippet"">... ונפצעו קשה בוואדי רושמיה. הגווייה ושלושת הפצועים הובאו אל <b class=""highlightcolor"">ביה""ח הממשלתי.</b> ממקומות שונים בעיר הובאו לשם עוד שלוש גתיות ...</div>"	abbreviated
119	ahr19480123-01.2.9	23 January 1948	ahr	ה_23 _ודעיט ת קו 9 במק1ט שה1חדם גשוק=מ_&_ן	"<div class=""txtsearchsnippet"">... עורר התרגשות רבה ורבים חששו לגורלה. לכתבנו, שהתקשר עם <b class=""highlightcolor"">ביה""ח הממשלתי</b> נאמר, כי האשד, נח־ בשד ונשלחה לביתה</div>"	abbreviated
120	ahr19480123-01.2.92	23 January 1948	ahr	ידיות ע ל עובד• המטע _ביד־מדדכי י ד ־ מ ר ד כ י יום הי על אנשי	"<div class=""txtsearchsnippet"">... בביה""ח האוסטרי שבעיר העתיקה בירושלים, נפתח אתמול סניף של <b class=""highlightcolor"">ביה""ח הממשלתי.</b> _HHBBiHMBi</div>"	abbreviated
121	ahr19480202-01.2.57	2 February 1948	ahr	"""_םתח שדות ימי בץ חיפה לעכו"	"<div class=""txtsearchsnippet"">... בבטנו, י בקרבת עכו, ונאסף ' הבוקר ב־5 אל, <b class=""highlightcolor"">_בית־החולים הממשלתי</b> בחיפה,</div>"	maqaf
122	ahr19480208-01.2.58	8 February 1948	ahr	"_תנח &#8237;TIOJI&#8236;־ _3קד_8 את &#8237;aim IS _nH H Mr I tm ^^_Tll m??_T H ?JF? ? *»U 9 HI II&#8236; י"" &#8237;H? 9 ? lm Is B? 1 BUM IB!?H 1&#8236; &#8237;fiMEr _riMP W IWM?HHfiK' B I nmkwdMrB 1 lHIB I? nW.WBm lfa> #P""nI«°1 » H n?f UHU?? Wined la I?HI &#8236;"	"<div class=""txtsearchsnippet"">... ב־‭11_, 30‬ לפה""צ ברחי עיראק בחיפה. היא נאספה אל <b class=""highlightcolor"">בית־החולים הממשלתי</b> ושם מתה. וואדי רושמיה בליל שבת נורו יריות ...</div>"	maqaf
123	ahr19480209-01.2.80	9 February 1948	ahr	"ע_0ד _מחסונעים ה1קמ1 ב""רושל""מ"	"<div class=""txtsearchsnippet"">... סיירה בתחנת מ. ד. א. ובבתי החולים רוטשילד, בית־בורוכוב, <b class=""highlightcolor"">ביה""ח הממשלתי‭"",</b> ‬אל־אמין"" וכן במרכז ""הצלב האדום‭. ""‬חברי המשלחת מעדו ...</div>"	abbreviated
