date	pub	lang	page_id	kind	term	place	haifa	dateline	diseases	transfer	window
1945-11-04	difaa	ar	difaa19451104-01.1.3	kerentina	الكرنتينا		page		plague	y	…تجار الاقمشه بالجمله اجتماعا كبيرا في قاعه غرفه تجاره يافا لبحث حاله الصناعات الخفيفه واقرار الخطه التي يمكن اتباعها للوصول الي حقوقهم نقل الي مستشفي الكرنتينا مءخرا عوض فضل غنيم من العمال المصريين المقيمين في محله البصه مصابا بمرض الطاعون ، ولكنه توفي امس متاثرا وهو يبلغ من العمر ۳۲ الصحيه في المنطقه التي .…
1945-12-11	difaa	ar	difaa19451211-01.1.3	infectious_hospital	مستشفي الحكومه الامراض الساريه		paragraph		plague		…يريه وصلت الي دايره بريد يانا طرود اقمشه حريريه مرسله من سويسرا لحساب جمعيه الاستيراد المختصه، وتقدر قيمتها به الاف جنيه اصابه جديده بالطاعون نقل الي مستشفي الحكومه الامراض الساريه علي طريق ملبس الحاج عبد محمد سالم من شارع خصوان بسوق اليهود مصابا بمرض الطاعون. وقد توفي متاثرا بهذا المرض. ويبلغ من العمر ٤٥ سنه ، واتخذت دايره الصح…
1945-12-16	difaa	ar	difaa19451216-01.1.3	infectious_hospital	مستشفي الحكومه الامراض الساريه		paragraph		plague		… المستورده من اميركا . ووصل لحسابها ايضا خمس بالات من الاقمشه الهنديه القطنيه وبوشر في نقلها الي هناير . الاستيداع . اصابتان جديدتان بالطاعون نقل الي مستشفي الحكومه الامراض الساريه علي طريق ملبس الحاج عبد السلام الصادق الحريري من محله للمنشيه وعمره ٤٥ سنه مصابا بمرض الطاعون . ولكنه لم يابت ان توفي متاثرا بهذا المرض . و نقل اليه …
1945-12-17	difaa	ar	difaa19451217-01.1.3	kerentina	الكرنتينا		window			y	…حيفا - اقيمت في مستشفي الحكومه حفله وداع للدكتور بو تفكر كبير اطباء اللواء بمناسبه نقله الي يافا حضرها جميع اطباء المستشفي والصحه و الكرنتينا والقري وموظفو المستشفي. وافتتح الحفله الدكتور شفيق حداد مدير المستشفي بالوكاله بكلمه رقيقه وقدم الخطباء وهم الساده : الدكتور جونس كبير اطباء سكك الحد…
1945-12-17	difaa	ar	difaa19451217-01.1.3	kerentina	الكرنتينا		paragraph				…فتتح الحفله الدكتور شفيق حداد مدير المستشفي بالوكاله بكلمه رقيقه وقدم الخطباء وهم الساده : الدكتور جونس كبير اطباء سكك الحديد بالوكاله وعيسي متي مدير الكرنتينا وبولس بولس رييس صيدليه المستشفي والدكتور نمر طوقان الجراح والسيد غندور رييس كتبه دايره الصحه والسيد توفيق داموني ثم الدكتور اتيم وكيل رييس اطباء اللو…
1946-01-13	difaa	ar	difaa19460113-01.1.3	kerentina	الكرنتينا		page				…ناك حوالي الفي جنيه يمكن تسديدها قريبا من جهات عربيه اسلاميه ولما سالنا فضيلته من المكان الذي ستشاد عليه دار للمستوصف ذكر ثلاثه اماكن احدها في موقع « الكرنتينا » والثاني في محله «عين خير الدين » والثالث في محله ) واد (التفاح » وينتظر ان يقع الاختبار علي المكان الاخير لوقوعه في ناحيه متوسطه من المدينه ، ولما …
1946-01-27	difaa	ar	difaa19460127-01.1.3	infectious_hospital	مستشفي الحكومه الامراض الساريه		paragraph				…انا شباط القادم وتستمر حتي ١٣ منه . وتنظر في ٢٨ قضيه جناييه و ٦ جنح بيانا وفي ايام ۱۱ و ۱۲ و ۱۳ منه تذهب الي غزه للفصل في ٧ جنايات و ١٠ جنح . توفي في مستشفي الحكومه الامراض الساريه علي طريق ملبس محمد حسن حجازي من شرق الاردن وعمره ٣٥ سنه ، وكان قد نقل اليه منذ ايام مصابا عرض معد ، وحولت اوراقه الي القايمقام . سطا اللصوص علي مخزن …
1946-02-20	difaa	ar	difaa19460220-01.1.3	quarantine_station	المحجر الصحي		paragraph			y	…وصول ۱۳ مهاجرا وصل الي فلسطين امس ۱۳ مهاجرا يهوديا جاء سته منهم من مراكش في قطار مصر وجاء سبعه اخرون من اسوج علي ظهر الباخره مراكش وقد نقل الجميع الي المحجر الصحي في عتليث تحذير انا عبد الله محمود الحسن اعلن للعموم ان سياره التر الشرقم ٩٣٨ والذي يخصني منها النصف والنصف الاخر يخص السيد نايف عبد الحميد تجري الان …
1946-06-30	difaa	ar	difaa19460630-01.1.3	quarantine_station	المحجر الصحي		page				… الذين يرغبون في زياره المدينه المنوره ان يسجلوا اسماء هم مبكرا التامين سكنهم مقدما . (٣٠) ان نفقات الحج هي كما يلي : ثمن ا بطاقه الحجاج ٧٥٠ ملا ورسم المحجر الصحي ف . الفلسطيني ۲۰۰۰ مل ورسم التطعيم ١٠٠٠ مل والتامين - ويدخل ضمنه رسم فيزا المرور لمصريه واما اجره القطار فانه يتوقف علي ت محطه السفر ۱۰ جنيهات ورسم ا…
1946-06-30	difaa	ar	difaa19460630-01.1.3	quarantine_station	المحجر الصحي		page				…ي ف . الفلسطيني ۲۰۰۰ مل ورسم التطعيم ١٠٠٠ مل والتامين - ويدخل ضمنه رسم فيزا المرور لمصريه واما اجره القطار فانه يتوقف علي ت محطه السفر ۱۰ جنيهات ورسم المحجر الصحي ا ع ورسم في السويس ورسم المرور ٥١٣ ملا المحجر الصحي في الطور جنيه واحد و ٧٦٤…
1946-06-30	difaa	ar	difaa19460630-01.1.3	quarantine_station	المحجر الصحي	الطور	page				…ن - ويدخل ضمنه رسم فيزا المرور لمصريه واما اجره القطار فانه يتوقف علي ت محطه السفر ۱۰ جنيهات ورسم المحجر الصحي ا ع ورسم في السويس ورسم المرور ٥١٣ ملا المحجر الصحي في الطور جنيه واحد و ٧٦٤…
1946-06-30	difaa	ar	difaa19460630-01.1.3	quarantine_station	المحجر الصحي		page				…ملاورسم المحجر الصحي المصري للدرجه الاولي امل ودرجه ثانيه ٣٠٠ مل ودرجه . ثالثه ١٢٠ ملا ورسم المحجر الصحي السعودي . والسبوقيه. جنيهات واجره الباخره ذهابا وايابا درجه اولي …
1946-06-30	difaa	ar	difaa19460630-01.1.3	quarantine_station	المحجر الصحي		page				…ملاورسم المحجر الصحي المصري للدرجه الاولي امل ودرجه ثانيه ٣٠٠ مل ودرجه . ثالثه ١٢٠ ملا ورسم المحجر الصحي السعودي . والسبوقيه. جنيهات واجره الباخره ذهابا وايابا درجه اولي ٣٥ جنيها ودرجه ثانيه ٢٦ جنيها ودرجه ثالثه ١٣ جنيها ونصف ٤) والمملكه العربيه السعوديه…
1946-08-22	difaa	ar	difaa19460822-01.1.3	kerentina	الكرنتينا		page			y	…لشاب السيد حسن موظفي شركه باصات يافا مولودا ذكرا سماه عبد الفتاح جمله الله من ابناء السلامه . فينا بلغ عدد المهربين اليهود لاما بين بامراض ونقلوا الي الكرنتينا في…
1946-10-29	difaa	ar	difaa19461029-01.1.3	quarantine_station	المحجر الصحي		page				…تقرر رسميا الغاء. المحجر الصحي الرحله للحيوانات التابع لدايره المءن اعتبارا من نهايه الشهر القادم وتعود اعمال هذا المحجر الي دايره البيطره بعد ان الغي مشروع شراء مواشي الذينج في دا…
1946-11-19	difaa	ar	difaa19461119-01.1.2	quarantine_station	الحجر صحي		page				… من تركيا ورد في ملحق للجريده الرسميه صدر امس . امر يسري اعتبارا من ١٤ الجاري باباجه استيراد المواني والابقار من تركيا بدون الان : كان ذلك محظورا قبل الحجر صحي تشييع ضحايا من البريطانيين الزمله - دفن في مقبره الرمله العسكريه عند الساعه الثالثه من بعد ظهر امس اربعه . من البريطانيين وهم الذين قتلوا في حادث نسف…
1946-11-24	difaa	ar	difaa19461124-01.1.3	infectious_hospital	مستشفي الامراض الساريه		page				…لبلعوم بنسبه ٤٠٠ - ... وحده في كل سنتمتر مكعب، اربع مرات في اليوم وبذلك يتم التعقيم من الجراثيم المذكوره في خمسه ايام ، وقد ثبتت فايده هذه الطريقه في مستشفي الامراض الساريه في شرق الاردن حيث يعالج المصابون بهذا المرض.…
