n	id	date	publication	title	snippet	forms
92	ahr19471106-01.1.4	6 November 1947	ahr	Page 4	"<div class=""txtsearchsnippet"">... השבועות האתרוגים, שפצועים מאבדים את חייהם בגלל רשלנות מצד <b class=""highlightcolor"">ביה""ח הממשלתי""</b> — אמר היום בביה""ד המחוזי השופט חליל שיחאדה‭"". ...</div>"	abbreviated
93	ahr19471107-01.1.12	7 November 1947	ahr	Page 12	"<div class=""txtsearchsnippet"">... אשד, לבושה שמלה ירוקה, בלי נעליים. הגופה הובאה אל <b class=""highlightcolor"">_בית־החולים הממשלתי.</b> דנים על הפינוי‭—. ‬ הקולונל ג ר י ...</div>"	maqaf
94	ahr19471111-01.1.4	11 November 1947	ahr	Page 4	"<div class=""txtsearchsnippet"">... והרגה הנאשם הוביל את אשתי הפצועה במכונית טאכסי אל <b class=""highlightcolor"">בית־ החולים הממשלתי,</b> מקום שם מתה למחרת.</div>"	spelled
95	ahr19471117-01.1.4	17 November 1947	ahr	Page 4	"<div class=""txtsearchsnippet"">... —‬ילדים ‭. 121‬במיםפר זה אינם כלולים חמישה שנשלחו אל <b class=""highlightcolor"">ביה""ח הממשלתי</b> ושמונה אנשים שנלוו אליהם. ס""ה הגיעו, איפוא, ב""קדי ...</div>"	abbreviated
96	ahr19471120-01.1.4	20 November 1947	ahr	Page 4	"<div class=""txtsearchsnippet"">... מטר, נטול הכרה נאסף ע""י ט. ד. א. אל <b class=""highlightcolor"">ביה""ח הממשלתי.</b></div>"	abbreviated
97	ahr19471207-01.1.4	7 December 1947	ahr	Page 4	"<div class=""txtsearchsnippet"">... פצעים בבטנו ובידיו. במצב קשה נאספו ל1ני הפצועים אל <b class=""highlightcolor"">ביה""ח הממשלתי.</b></div>"	abbreviated
98	ahr19471210-01.1.4	10 December 1947	ahr	Page 4	"<div class=""txtsearchsnippet"">... טאכםי ברי , הערבי ט־ הובל באמבולנס צבאי אל <b class=""highlightcolor"">בית החולים הממשלתי</b> רמת מבצעיו. המק רה עורר ברחוב בהי־ ...</div>"	maqaf,spelled
99	ahr19471212-01.1.10	12 December 1947	ahr	Page 10	"<div class=""txtsearchsnippet"">... כולם נפצעו פצעים קשים בכמה מקומות בגוף והובאו אל <b class=""highlightcolor"">ביה'ח הממשלתי.</b> ערבי רביעי נהרג. ממקור רשמי מוסרים, כי הפצצה ...</div>"	abbreviated
100	ahr19471214-01.1.4	14 December 1947	ahr	Page 4	"<div class=""txtsearchsnippet"">... ע""י אחד מארגוני הפירור. ערבים מהככר החזירו אש אל <b class=""highlightcolor"">ביה""ח הממשלתי</b> הובאו חמישה הרוגים, מהם שני ילדים בני שנתיים ...</div>"	abbreviated
101	ahr19471217-01.1.4	17 December 1947	ahr	Page 4	"<div class=""txtsearchsnippet"">... בן ‭, 32‬הנו ברת' המלכים, במצב מסוכן הובא אל <b class=""highlightcolor"">ביה""ח הממשלתי.</b> בכביש נשארה שלולית־דם. לפני כן ירח הצבא אל ...</div>"	abbreviated
102	ahr19471221-01.1.4	21 December 1947	ahr	Page 4	"<div class=""txtsearchsnippet"">... י ו ס, בן ‭, 32‬מרמת־גן, גופתו נאספה אל <b class=""highlightcolor"">בית־ החולים הממשלתי.</b></div>"	abbreviated,spelled
103	ahr19471224-01.1.4	24 December 1947	ahr	Page 4	"<div class=""txtsearchsnippet"">... את השרות ת אבת ים. המכוניות נסעו רק עד <b class=""highlightcolor"">בית־ החולים הממשלתי</b> שליד חולון. ומכאן הלכו הנוסעים ברג ‭1, ...</div>"	spelled
104	ahr19471225-01.1.1	25 December 1947	ahr	Page 1	"<div class=""txtsearchsnippet"">... וירו בו שחי יריות שפגעו במותניו. הוא הועבר אל <b class=""highlightcolor"">בית־החולים הממשלתי.</b> לדברי הערבים, שהיו באותו מעמר, הטילו הצעירים גם ...</div>"	maqaf
105	ahr19471228-01.1.1	28 December 1947	ahr	Page 1	"<div class=""txtsearchsnippet"">... גרצת ייייית, ין 21 מנסר _אח_א דיופד, נאספה איל <b class=""highlightcolor"">_ביה''_ח הממשלתי</b> בחיפה</div>"	abbreviated,maqaf
106	ahr19480102-01.1.4	2 January 1948	ahr	Page 4	"<div class=""txtsearchsnippet"">... ליק. הוא נהרג ומכוניתו נתגלגלה במדרון. הגופה נאספה אל <b class=""highlightcolor"">ביה""ח הממשלתי‭""</b> _XllmlU. ‬ פצצות ויריות פצצה נזרקה בשעה ‭10. ...</div>"	abbreviated
107	ahr19480104-01.1.1	4 January 1948	ahr	Page 1	"<div class=""txtsearchsnippet"">... הרוגים ביריות נמצאו במורח חיפה ביום ו' והובאו אל <b class=""highlightcolor"">ביה""ח הממשלתי,</b> מחסור בבנזין _כחיפח ביום ו' כבר נתן המחסור ...</div>"	abbreviated
108	ahr19480105-01.1.4	5 January 1948	ahr	Page 4	"<div class=""txtsearchsnippet"">... — עדיין נמשכת השביתה של 76 עוברים יהודיפ, ב־ <b class=""highlightcolor"">בית־החולים הממשלתי</b> באן, ביניהם 6 רופאים ו־ד4 אהיות, שהוכרז?ביום ד' ...</div>"	maqaf
109	ahr19480111-01.1.4	11 January 1948	ahr	Page 4	"<div class=""txtsearchsnippet"">... בצווארו, חזאיין מוחמד צלח, בן ‭, 25‬ממצריים, נאסף אל <b class=""highlightcolor"">בית־ החולים הממשלתי.</b> ברח' יפו' ליד תחנת ""של"" נפצע ביריות ...</div>"	spelled
110	ahr19480112-01.1.1	12 January 1948	ahr	Page 1	"<div class=""txtsearchsnippet"">... תהיה אחראית לתוצאות אם תושבי יפו ישתלטו בכוח על <b class=""highlightcolor"">בית־ החולים הממשלתי</b> לחולי רוח ""בר־ רום _יסו‭. _""‬הטענה היא ...</div>"	spelled
111	ahr19480114-01.1.4	14 January 1948	ahr	Page 4	"<div class=""txtsearchsnippet"">... 1 בצהריים, מ""הדסה‭. ""‬ הערב התקיפו ערבים ביריות את <b class=""highlightcolor"">_בית־החולים הממשלתי</b> לחולי־רוח בחולון. ההתקפה ארכה זמן ממושר.</div>"	maqaf
112	ahr19480115-01.1.3	15 January 1948	ahr	Page 3	"<div class=""txtsearchsnippet"">... (‬כי ן ""צלפים יהודים"" ירו על רופאים ואחיות של <b class=""highlightcolor"">_בית־החולים הממשלתי</b> להולי־רות ע""י בת־ים, וכי הפניות לרשויות המוסמכות בדבר ...</div>"	maqaf
113	ahr19480115-01.1.4	15 January 1948	ahr	Page 4	"<div class=""txtsearchsnippet"">... לא הוצאו לפועל. אחד ממקומות הרעד. באזור זה הוא <b class=""highlightcolor"">בית־החולים הממשלתי</b> שלשם מגיעים סצועי הכנופיות ו""סתם"" מכירים הבאים לבקרם. ...</div>"	maqaf
114	ahr19480116-01.1.1	16 January 1948	ahr	Page 1	"<div class=""txtsearchsnippet"">... ונפצעו קשה בוואדי רושמיה. הגווייה ושלושת הפצועים הובאו אל <b class=""highlightcolor"">ביה""ח הממשלתי.</b> ממקומות שונים בעיר הובאו לשם עוד שלוש גתיות ...</div>"	abbreviated
115	ahr19480123-01.1.1	23 January 1948	ahr	Page 1	"<div class=""txtsearchsnippet"">... עורר התרגשות רבה ורבים חששו לגורלה. לכתבנו, שהתקשר עם <b class=""highlightcolor"">ביה""ח הממשלתי</b> נאמר, כי האשד, נח־ בשד ונשלחה לביתה</div>"	abbreviated
116	ahr19480123-01.1.8	23 January 1948	ahr	Page 8	"<div class=""txtsearchsnippet"">... בביה""ח האוסטרי שבעיר העתיקה בירושלים, נפתח אתמול סניף של <b class=""highlightcolor"">ביה""ח הממשלתי.</b> _HHBBiHMBi</div>"	abbreviated
117	ahr19480202-01.1.4	2 February 1948	ahr	Page 4	"<div class=""txtsearchsnippet"">... בבטנו, י בקרבת עכו, ונאסף ' הבוקר ב־5 אל, <b class=""highlightcolor"">_בית־החולים הממשלתי</b> בחיפה,</div>"	maqaf
118	ahr19480208-01.1.4	8 February 1948	ahr	Page 4	"<div class=""txtsearchsnippet"">... ב־‭11_, 30‬ לפה""צ ברחי עיראק בחיפה. היא נאספה אל <b class=""highlightcolor"">בית־החולים הממשלתי</b> ושם מתה. וואדי רושמיה בליל שבת נורו יריות ...</div>"	maqaf
119	ahr19480209-01.1.4	9 February 1948	ahr	Page 4	"<div class=""txtsearchsnippet"">... סיירה בתחנת מ. ד. א. ובבתי החולים רוטשילד, בית־בורוכוב, <b class=""highlightcolor"">ביה""ח הממשלתי‭"",</b> ‬אל־אמין"" וכן במרכז ""הצלב האדום‭. ""‬חברי המשלחת מעדו ...</div>"	abbreviated
120	ahr19480225-01.1.2	25 February 1948	ahr	Page 2	"<div class=""txtsearchsnippet"">... בכפר עציון השפיע את השפעתו הרבה גם בבאר־שבע _ובנפתה. <b class=""highlightcolor"">בית־החולים הממשלתי</b> מלא עד אפס מקום מפצועי _כפד־עציון, עד שהממשלה ...</div>"	maqaf
121	ahr19480227-01.1.12	27 February 1948	ahr	Page 12	"<div class=""txtsearchsnippet"">... שיחדרי היים. נתברר, בי הגופה, שהובאה ביום' ד אל <b class=""highlightcolor"">ביה""ח הממשלתי</b> היא אותה גופה, שנמצאה בביידהקברות המוסלמי. הה־ מג ...</div>"	abbreviated
122	ahr19480301-01.1.3	1 March 1948	ahr	Page 3	"<div class=""txtsearchsnippet"">... בחוף חייגו גופת יהודי, שנורה בראשו. הגופה הובאה אל <b class=""highlightcolor"">ביה""ח הממשלתי.</b> אנשי כנופיה מתנקשיפ המרכז המסחרי הישן הותקף ביום ...</div>"	abbreviated
123	ahr19480310-01.1.6	10 March 1948	ahr	Page 6	"<div class=""txtsearchsnippet"">... גופות — גבר ואשד"" שלא זוהו. הן נאספו אל <b class=""highlightcolor"">בית־החולים הממשלתי.</b> משם הובאו, יחד עם גופה שלישית, שהיתר, שם ...</div>"	maqaf
124	ahr19480317-01.1.6	17 March 1948	ahr	Page 6	"<div class=""txtsearchsnippet"">... ערבי נפצע קל חיום אחה""צ בשדרות הכרמל והובא אל <b class=""highlightcolor"">בית־החולים הממשלתי.</b> רוכב אופניים יחודי, מנחם פ ל ץ, הוכל ...</div>"	maqaf
125	ahr19480322-01.1.4	22 March 1948	ahr	Page 4	"<div class=""txtsearchsnippet"">בעיות ? האישפוז רוקח מסר כ• ב־1 באפריל יעביר <b class=""highlightcolor"">בית־החולים הממשלתי</b> ""הירקון"" לרשות העירייה- הממשלה הודיעה שהיא מלכנה לשאת ...</div>"	maqaf
126	ahr19480504-01.1.3	4 May 1948	ahr	Page 3	"<div class=""txtsearchsnippet"">... המדינה היהודית, חידוש ואירגון בשירותי הדואר, הטלפון והרכבת, העברת <b class=""highlightcolor"">בית־החולים הממשלתי</b> לרשות עיריית חיפה.</div>"	maqaf
127	ahr19480504-01.1.4	4 May 1948	ahr	Page 4	"<div class=""txtsearchsnippet"">מה יהיה גורל <b class=""highlightcolor"">ביה""ח הממשלתי</b> בודפה? חפה יום ב דר א!</div>"	abbreviated
128	ahr19480521-01.1.5	21 May 1948	ahr	Page 5	"<div class=""txtsearchsnippet"">... שירותים י נוס־ םים במסגרת הסמכויות של עיריית חיפה <b class=""highlightcolor"">(ביה""ח הממשלתי,</b> המחלקה לפיקוח על המזונות, מוסדות ""יורקו"" והמחלקה לעבו""צ ...</div>"	abbreviated
129	ahr19480606-01.1.2	6 June 1948	ahr	Page 2	"<div class=""txtsearchsnippet"">... מיסות ציבוריות. לאוד עובדה זאת גדול מאוד ערכו של <b class=""highlightcolor"">_בית־החולים הממשלתי</b> אשר הוחזק ע""י השלטון הבריטי בשפל המדרגה, משום ...</div>"	maqaf
130	ahr19480827-01.1.5	27 August 1948	ahr	Page 5	"<div class=""txtsearchsnippet"">... הממשלתי , היפה ‭j |‬ כית־חפפר לאחיות : j <b class=""highlightcolor"">בית החולים הממשלתי</b> בחיפה מכריז בזה על הרשמת מועפ-ות! !לבית-הםפר ...</div>"	spelled
131	ahr19481119-01.1.1	19 November 1948	ahr	Page 1	"<div class=""txtsearchsnippet"">... באמצעים, ער כדי הפסקת ה ע בודה. מספר עובדי <b class=""highlightcolor"">ביה''_ח הממשלתי</b> הוא למעלה מ־‭— 200‬ רובם מגויימים. יהודה י ...</div>"	abbreviated
132	ahr19481121-01.1.1	21 November 1948	ahr	Page 1	"<div class=""txtsearchsnippet"">‭'— ., ‬ ריים עברו 22 ערביפ וערביות, עובדי <b class=""highlightcolor"">ביה""ח הממשלתי,</b> מהאיזור היהודי , דרך בתי מנדלבוים, לעיר־העתיקה. עם ...</div>"	abbreviated
133	ahr19481124-01.1.3	24 November 1948	ahr	Page 3	"<div class=""txtsearchsnippet"">... ברטר, _מיידאנק, בת 13 ברח/ המלכים. היא נאספה אל <b class=""highlightcolor"">בית־החולים הממשלתי.</b> הנהג שוחרר בערבות. ‭;:‬־*א גשק ע""י שוטרים, שסיידו ...</div>"	maqaf
134	ahr19481203-01.1.5	3 December 1948	ahr	Page 5	"<div class=""txtsearchsnippet"">... לבת־ גלים. לילו נגרם מבר ברגל, הוא נאסף *ל <b class=""highlightcolor"">_בית־החולים הממשלתי.</b> כמשרד, שרכות כו התלונות‭... ‬ _רניט הם הפונים ...</div>"	maqaf
135	amudimaliya19441229-01.1.8	29 December 1944	amudimaliya	Page 8	"<div class=""txtsearchsnippet"">... ביניהם שתי נשים, הודיעו על רצונם להתגייס לחי״ל. — <b class=""highlightcolor"">בית החולים הממשלתי</b> לחולי רוח בכת־ים נפתח בימים אלה. למוסד ...</div>"	spelled
136	amudimaliya19450824-01.1.12	24 August 1945	amudimaliya	Page 12	"<div class=""txtsearchsnippet"">... עין ורד קבלו 53 ילדים פליטים מיון באפוטרופסות. — <b class=""highlightcolor"">בית החולים הממשלתי</b> למושבות בתל־אביב יורחב בקרוב. —מספר העדות בירושלים ...</div>"	spelled
137	bustenai19320420-01.1.5	20 April 1932	bustenai	Page 5	"<div class=""txtsearchsnippet"">... מבני ישראל גסתה את מזלה והלכה לדפוק על דלתי <b class=""highlightcolor"">בית־החולים הממשלתי</b> בירושלים במחלקת היולדות. ראשית כל דרשו ממנה לא״י ...</div>"	maqaf
138	dav19300117-01.1.4	17 January 1930	dav	Page 4	"<div class=""txtsearchsnippet"">... את עתתו איברחים חדדיז. אחריו העיר הד""ד _קששואן. רופא <b class=""highlightcolor"">בית החולים הממשלתי,</b> אשר בדק את הערבי שנהרג על יד ...</div>"	spelled
139	dav19300131-01.1.1	31 January 1930	dav	Page 1	"<div class=""txtsearchsnippet"">... ריגם _לשכונת אבו־כביר, כדי להוביל את גויות המתים אל <b class=""highlightcolor"">ביה""ח הממשלתי.</b> בבית אז!ד מצא ארבעה הרוגים, _יטני גברים ושתי ...</div>"	abbreviated
140	dav19300306-01.1.6	6 March 1930	dav	Page 6	"<div class=""txtsearchsnippet"">... טתהת 5זרוע. לאחר הגשת -עזרה הראשונה הועבר הנשוך אל <b class=""highlightcolor"">בית החולים הממשלתי</b> ביפו. הודעות — מכתב עבור אייזיק אייטין ...</div>"	spelled
